,Device Time,Value,Units
1206,2024-12-16 08:56:45,168,mg/dL
1207,2024-12-16 08:51:45,153,mg/dL
1208,2024-12-16 08:46:45,148,mg/dL
1209,2024-12-16 08:41:45,146,mg/dL
1210,2024-12-16 08:36:45,140,mg/dL
1211,2024-12-16 08:31:45,128,mg/dL
1212,2024-12-16 08:26:45,133,mg/dL
1213,2024-12-16 08:21:45,130,mg/dL
1214,2024-12-16 08:16:45,124,mg/dL
1215,2024-12-16 08:11:45,119,mg/dL
1216,2024-12-16 08:06:45,111,mg/dL
1217,2024-12-16 08:01:45,112,mg/dL
1218,2024-12-16 07:56:45,111,mg/dL
1219,2024-12-16 07:51:45,86,mg/dL
1220,2024-12-16 07:46:45,85,mg/dL
1221,2024-12-16 07:41:45,86,mg/dL
1222,2024-12-16 07:36:45,89,mg/dL
1223,2024-12-16 07:31:45,89,mg/dL
1224,2024-12-16 07:26:45,85,mg/dL
1225,2024-12-16 07:21:45,86,mg/dL
1226,2024-12-16 07:16:45,88,mg/dL
1227,2024-12-16 07:11:45,92,mg/dL
1228,2024-12-16 07:06:45,94,mg/dL
1229,2024-12-16 07:01:45,97,mg/dL
1230,2024-12-16 06:56:45,102,mg/dL
1231,2024-12-16 06:51:45,106,mg/dL
1232,2024-12-16 06:46:45,104,mg/dL
1233,2024-12-16 06:41:45,104,mg/dL
1234,2024-12-16 06:36:45,105,mg/dL
1235,2024-12-16 06:31:45,107,mg/dL
1236,2024-12-16 06:26:45,109,mg/dL
1237,2024-12-16 06:21:45,114,mg/dL
1238,2024-12-16 06:16:45,116,mg/dL
1239,2024-12-16 06:11:45,116,mg/dL
1240,2024-12-16 06:06:45,112,mg/dL
1241,2024-12-16 06:01:45,105,mg/dL
1242,2024-12-16 05:56:45,98,mg/dL
1243,2024-12-16 05:51:46,88,mg/dL
1244,2024-12-16 05:46:45,97,mg/dL
1245,2024-12-16 05:41:46,97,mg/dL
1246,2024-12-16 05:36:45,91,mg/dL
1247,2024-12-16 05:31:45,78,mg/dL
1248,2024-12-16 05:26:45,73,mg/dL
1249,2024-12-16 05:21:46,72,mg/dL
1250,2024-12-16 05:16:45,71,mg/dL
1251,2024-12-16 05:11:46,71,mg/dL
1252,2024-12-16 05:06:46,72,mg/dL
1253,2024-12-16 05:01:46,74,mg/dL
1254,2024-12-16 04:56:46,78,mg/dL
1255,2024-12-16 04:51:46,85,mg/dL
1256,2024-12-16 04:46:46,88,mg/dL
1257,2024-12-16 04:41:46,83,mg/dL
1258,2024-12-16 04:36:46,105,mg/dL
1259,2024-12-16 04:31:46,107,mg/dL
1260,2024-12-16 04:26:46,108,mg/dL
1261,2024-12-16 04:21:46,107,mg/dL
1262,2024-12-16 04:16:46,104,mg/dL
1263,2024-12-16 04:11:46,102,mg/dL
1264,2024-12-16 04:06:46,101,mg/dL
1265,2024-12-16 04:01:46,112,mg/dL
1266,2024-12-16 03:56:46,115,mg/dL
1267,2024-12-16 03:51:46,118,mg/dL
1268,2024-12-16 03:46:46,122,mg/dL
1269,2024-12-16 03:41:46,123,mg/dL
1270,2024-12-16 03:36:46,124,mg/dL
1271,2024-12-16 03:31:46,125,mg/dL
1272,2024-12-16 03:26:46,127,mg/dL
1273,2024-12-16 03:21:46,129,mg/dL
1274,2024-12-16 03:16:46,131,mg/dL
1275,2024-12-16 03:11:46,134,mg/dL
1276,2024-12-16 03:06:46,136,mg/dL
1277,2024-12-16 03:01:46,140,mg/dL
1278,2024-12-16 02:56:47,142,mg/dL
1279,2024-12-16 02:51:47,142,mg/dL
1280,2024-12-16 02:46:47,142,mg/dL
1281,2024-12-16 02:41:48,142,mg/dL
1282,2024-12-16 02:36:48,141,mg/dL
1283,2024-12-16 02:31:47,139,mg/dL
1284,2024-12-16 02:26:47,137,mg/dL
1285,2024-12-16 02:21:47,135,mg/dL
1286,2024-12-16 02:16:47,128,mg/dL
1287,2024-12-16 02:11:47,112,mg/dL
1288,2024-12-16 02:06:46,98,mg/dL
1289,2024-12-16 02:01:46,95,mg/dL
1290,2024-12-16 01:56:46,90,mg/dL
1291,2024-12-16 01:51:46,86,mg/dL
1292,2024-12-16 01:46:46,81,mg/dL
1293,2024-12-16 01:41:46,80,mg/dL
1294,2024-12-16 01:36:46,82,mg/dL
1295,2024-12-16 01:31:46,86,mg/dL
1296,2024-12-16 01:26:46,92,mg/dL
1297,2024-12-16 01:21:46,90,mg/dL
1298,2024-12-16 01:16:46,88,mg/dL
1299,2024-12-16 01:11:46,80,mg/dL
1300,2024-12-16 01:06:46,72,mg/dL
1301,2024-12-16 01:01:46,59,mg/dL
1302,2024-12-16 00:56:46,52,mg/dL
1303,2024-12-16 00:51:46,49,mg/dL
1304,2024-12-16 00:46:46,51,mg/dL
1305,2024-12-16 00:41:46,57,mg/dL
1306,2024-12-16 00:36:46,63,mg/dL
1307,2024-12-16 00:31:46,58,mg/dL
1308,2024-12-16 00:26:46,51,mg/dL
1309,2024-12-16 00:21:46,52,mg/dL
1310,2024-12-16 00:16:46,54,mg/dL
1311,2024-12-16 00:11:46,56,mg/dL
1312,2024-12-16 00:06:46,56,mg/dL
1313,2024-12-16 00:01:46,56,mg/dL
1314,2024-12-15 23:56:47,56,mg/dL
1315,2024-12-15 23:51:48,58,mg/dL
1316,2024-12-15 23:46:46,60,mg/dL
1317,2024-12-15 23:41:46,63,mg/dL
1318,2024-12-15 23:36:46,66,mg/dL
1319,2024-12-15 23:31:47,70,mg/dL
1320,2024-12-15 23:26:47,75,mg/dL
1321,2024-12-15 23:21:47,79,mg/dL
1322,2024-12-15 23:16:47,83,mg/dL
1323,2024-12-15 23:11:47,90,mg/dL
1324,2024-12-15 23:06:47,98,mg/dL
1325,2024-12-15 23:01:47,106,mg/dL
1326,2024-12-15 22:56:47,110,mg/dL
1327,2024-12-15 22:51:47,117,mg/dL
1328,2024-12-15 22:46:47,125,mg/dL
1329,2024-12-15 22:41:47,133,mg/dL
1330,2024-12-15 22:36:47,140,mg/dL
1331,2024-12-15 22:31:47,147,mg/dL
1332,2024-12-15 22:26:47,149,mg/dL
1333,2024-12-15 22:21:47,152,mg/dL
1334,2024-12-15 22:16:47,157,mg/dL
1335,2024-12-15 22:11:47,162,mg/dL
1336,2024-12-15 22:06:47,158,mg/dL
1337,2024-12-15 22:01:47,153,mg/dL
1338,2024-12-15 21:56:47,148,mg/dL
1339,2024-12-15 21:51:47,142,mg/dL
1340,2024-12-15 21:46:48,137,mg/dL
1341,2024-12-15 21:41:48,132,mg/dL
1342,2024-12-15 21:36:47,132,mg/dL
1343,2024-12-15 21:31:47,128,mg/dL
1344,2024-12-15 21:26:53,126,mg/dL
1345,2024-12-15 21:21:48,126,mg/dL
1346,2024-12-15 21:16:48,124,mg/dL
1347,2024-12-15 21:11:47,122,mg/dL
1348,2024-12-15 21:06:49,120,mg/dL
1349,2024-12-15 21:01:49,116,mg/dL
1350,2024-12-15 20:56:49,117,mg/dL
1351,2024-12-15 20:51:49,115,mg/dL
1352,2024-12-15 20:46:51,116,mg/dL
1353,2024-12-15 20:41:51,119,mg/dL
1354,2024-12-15 20:36:48,122,mg/dL
1355,2024-12-15 20:31:47,125,mg/dL
1356,2024-12-15 20:26:47,129,mg/dL
1357,2024-12-15 20:21:51,131,mg/dL
1358,2024-12-15 20:16:52,136,mg/dL
1359,2024-12-15 20:11:52,143,mg/dL
1360,2024-12-15 20:06:52,148,mg/dL
1361,2024-12-15 20:01:48,154,mg/dL
1362,2024-12-15 19:56:48,162,mg/dL
1363,2024-12-15 19:51:49,172,mg/dL
1364,2024-12-15 19:46:48,180,mg/dL
1365,2024-12-15 19:41:48,186,mg/dL
1366,2024-12-15 19:36:47,188,mg/dL
1367,2024-12-15 19:31:47,189,mg/dL
1368,2024-12-15 19:26:48,188,mg/dL
1369,2024-12-15 19:21:47,187,mg/dL
1370,2024-12-15 19:16:47,188,mg/dL
1371,2024-12-15 19:11:47,185,mg/dL
1372,2024-12-15 19:06:48,182,mg/dL
1373,2024-12-15 19:01:47,183,mg/dL
1374,2024-12-15 18:56:48,182,mg/dL
1375,2024-12-15 18:51:49,176,mg/dL
1376,2024-12-15 18:46:49,166,mg/dL
1377,2024-12-15 18:41:51,158,mg/dL
1378,2024-12-15 18:36:49,157,mg/dL
1379,2024-12-15 18:31:48,155,mg/dL
1380,2024-12-15 18:26:48,154,mg/dL
1381,2024-12-15 18:21:48,153,mg/dL
1382,2024-12-15 18:16:48,154,mg/dL
1383,2024-12-15 18:11:48,149,mg/dL
1384,2024-12-15 18:06:50,139,mg/dL
1385,2024-12-15 18:01:48,136,mg/dL
1386,2024-12-15 17:56:48,133,mg/dL
1387,2024-12-15 17:51:50,133,mg/dL
1388,2024-12-15 17:46:48,136,mg/dL
1389,2024-12-15 17:41:48,141,mg/dL
1390,2024-12-15 17:36:48,145,mg/dL
1391,2024-12-15 17:31:48,150,mg/dL
1392,2024-12-15 17:26:50,148,mg/dL
1393,2024-12-15 17:21:51,146,mg/dL
1394,2024-12-15 17:16:54,149,mg/dL
1395,2024-12-15 17:11:55,152,mg/dL
1396,2024-12-15 17:06:50,167,mg/dL
1397,2024-12-15 17:01:48,180,mg/dL
1398,2024-12-15 16:56:49,190,mg/dL
1399,2024-12-15 16:51:50,206,mg/dL
1400,2024-12-15 16:46:48,214,mg/dL
1401,2024-12-15 16:41:48,217,mg/dL
1402,2024-12-15 16:36:48,222,mg/dL
1403,2024-12-15 16:31:48,225,mg/dL
1404,2024-12-15 16:26:48,229,mg/dL
1405,2024-12-15 16:21:49,230,mg/dL
1406,2024-12-15 16:16:48,231,mg/dL
1407,2024-12-15 16:11:50,232,mg/dL
1408,2024-12-15 16:06:48,234,mg/dL
1409,2024-12-15 16:01:48,235,mg/dL
1410,2024-12-15 15:56:51,232,mg/dL
1411,2024-12-15 15:51:48,236,mg/dL
1412,2024-12-15 15:46:49,236,mg/dL
1413,2024-12-15 15:41:49,230,mg/dL
1414,2024-12-15 15:36:48,228,mg/dL
1415,2024-12-15 15:31:50,221,mg/dL
1416,2024-12-15 15:26:48,209,mg/dL
1417,2024-12-15 15:21:48,197,mg/dL
1418,2024-12-15 15:16:48,184,mg/dL
1419,2024-12-15 15:11:49,176,mg/dL
1420,2024-12-15 15:06:48,174,mg/dL
1421,2024-12-15 15:01:48,174,mg/dL
1422,2024-12-15 14:56:48,172,mg/dL
1423,2024-12-15 14:51:48,179,mg/dL
1424,2024-12-15 14:46:48,187,mg/dL
1425,2024-12-15 14:41:48,197,mg/dL
1426,2024-12-15 14:36:50,199,mg/dL
1427,2024-12-15 14:31:48,196,mg/dL
1428,2024-12-15 14:26:48,198,mg/dL
1429,2024-12-15 14:21:49,199,mg/dL
1430,2024-12-15 14:16:49,201,mg/dL
1431,2024-12-15 14:11:48,201,mg/dL
1432,2024-12-15 14:06:48,197,mg/dL
1433,2024-12-15 14:01:48,191,mg/dL
1434,2024-12-15 13:56:48,188,mg/dL
1435,2024-12-15 13:51:48,185,mg/dL
1436,2024-12-15 13:46:48,182,mg/dL
1437,2024-12-15 13:41:48,180,mg/dL
1438,2024-12-15 13:36:49,176,mg/dL
1439,2024-12-15 13:31:48,169,mg/dL
1440,2024-12-15 13:26:48,162,mg/dL
1441,2024-12-15 13:21:51,156,mg/dL
1442,2024-12-15 13:16:48,152,mg/dL
1443,2024-12-15 13:11:49,150,mg/dL
1444,2024-12-15 13:06:49,152,mg/dL
1445,2024-12-15 13:01:48,147,mg/dL
1446,2024-12-15 12:56:48,148,mg/dL
1447,2024-12-15 12:51:48,150,mg/dL
1448,2024-12-15 12:46:48,148,mg/dL
1449,2024-12-15 12:41:49,138,mg/dL
1450,2024-12-15 12:36:49,127,mg/dL
1451,2024-12-15 12:31:49,115,mg/dL
1452,2024-12-15 12:26:49,109,mg/dL
1453,2024-12-15 12:21:49,104,mg/dL
1454,2024-12-15 12:16:49,103,mg/dL
1455,2024-12-15 12:11:49,98,mg/dL
1456,2024-12-15 12:06:52,90,mg/dL
1457,2024-12-15 12:01:54,82,mg/dL
1458,2024-12-15 11:56:52,73,mg/dL
1459,2024-12-15 11:51:49,63,mg/dL
1460,2024-12-15 11:46:49,54,mg/dL
1461,2024-12-15 11:41:49,46,mg/dL
1462,2024-12-15 11:36:49,40,mg/dL
1463,2024-12-15 11:31:49,39,mg/dL
1464,2024-12-15 11:26:51,39,mg/dL
1465,2024-12-15 11:21:49,39,mg/dL
1466,2024-12-15 11:16:49,39,mg/dL
1467,2024-12-15 11:11:49,39,mg/dL
1468,2024-12-15 11:06:49,39,mg/dL
1469,2024-12-15 11:01:50,45,mg/dL
1470,2024-12-15 10:56:51,56,mg/dL
1471,2024-12-15 10:51:58,73,mg/dL
1472,2024-12-15 10:46:57,92,mg/dL
1473,2024-12-15 10:41:58,106,mg/dL
1474,2024-12-15 10:36:58,124,mg/dL
1475,2024-12-15 10:31:51,143,mg/dL
1476,2024-12-15 10:26:53,164,mg/dL
1477,2024-12-15 10:21:51,179,mg/dL
1478,2024-12-15 10:16:52,189,mg/dL
1479,2024-12-15 10:11:52,196,mg/dL
1480,2024-12-15 10:06:52,202,mg/dL
1481,2024-12-15 10:01:50,204,mg/dL
1482,2024-12-15 09:56:51,204,mg/dL
1483,2024-12-15 09:51:50,204,mg/dL
1484,2024-12-15 09:46:51,203,mg/dL
1485,2024-12-15 09:41:49,199,mg/dL
1486,2024-12-15 09:36:49,198,mg/dL
1487,2024-12-15 09:31:49,197,mg/dL
1488,2024-12-15 09:26:49,194,mg/dL
1489,2024-12-15 09:21:49,192,mg/dL
1490,2024-12-15 09:16:49,196,mg/dL
1491,2024-12-15 09:11:49,209,mg/dL
1492,2024-12-15 09:06:49,211,mg/dL
1493,2024-12-15 09:01:52,190,mg/dL
1494,2024-12-15 08:56:49,177,mg/dL
1495,2024-12-15 08:51:49,162,mg/dL
1496,2024-12-15 08:46:49,145,mg/dL
1497,2024-12-15 08:41:49,137,mg/dL
1498,2024-12-15 08:36:49,132,mg/dL
1499,2024-12-15 08:31:49,123,mg/dL
1500,2024-12-15 08:26:49,114,mg/dL
1501,2024-12-15 08:21:50,110,mg/dL
1502,2024-12-15 08:16:49,110,mg/dL
1503,2024-12-15 08:11:49,113,mg/dL
1504,2024-12-15 08:06:49,122,mg/dL
1505,2024-12-15 08:01:50,126,mg/dL
1506,2024-12-15 07:56:49,124,mg/dL
1507,2024-12-15 07:51:49,109,mg/dL
1508,2024-12-15 07:46:49,86,mg/dL
1509,2024-12-15 07:41:49,74,mg/dL
1510,2024-12-15 07:36:49,72,mg/dL
1511,2024-12-15 07:31:50,85,mg/dL
1512,2024-12-15 07:26:49,104,mg/dL
1513,2024-12-15 07:21:49,108,mg/dL
1514,2024-12-15 07:16:50,109,mg/dL
1515,2024-12-15 07:11:49,107,mg/dL
1516,2024-12-15 07:06:50,104,mg/dL
1517,2024-12-15 07:01:50,108,mg/dL
1518,2024-12-15 06:56:50,104,mg/dL
1519,2024-12-15 06:51:50,100,mg/dL
1520,2024-12-15 06:46:50,95,mg/dL
1521,2024-12-15 06:41:50,93,mg/dL
1522,2024-12-15 06:36:50,91,mg/dL
1523,2024-12-15 06:31:50,77,mg/dL
1524,2024-12-15 06:26:50,79,mg/dL
1525,2024-12-15 06:21:50,80,mg/dL
1526,2024-12-15 06:16:50,86,mg/dL
1527,2024-12-15 06:11:50,97,mg/dL
1528,2024-12-15 06:06:50,97,mg/dL
1529,2024-12-15 06:01:50,69,mg/dL
1530,2024-12-15 05:56:50,64,mg/dL
1531,2024-12-15 05:51:50,68,mg/dL
1532,2024-12-15 05:46:50,60,mg/dL
1533,2024-12-15 05:41:50,92,mg/dL
1534,2024-12-15 05:36:50,93,mg/dL
1535,2024-12-15 05:31:50,94,mg/dL
1536,2024-12-15 05:26:50,95,mg/dL
1537,2024-12-15 05:21:50,96,mg/dL
1538,2024-12-15 05:16:50,98,mg/dL
1539,2024-12-15 05:11:50,101,mg/dL
1540,2024-12-15 05:06:50,103,mg/dL
1541,2024-12-15 05:01:50,104,mg/dL
1542,2024-12-15 04:56:50,102,mg/dL
1543,2024-12-15 04:51:50,102,mg/dL
1544,2024-12-15 04:46:50,104,mg/dL
1545,2024-12-15 04:41:50,104,mg/dL
1546,2024-12-15 04:36:50,99,mg/dL
1547,2024-12-15 04:31:50,100,mg/dL
1548,2024-12-15 04:26:50,103,mg/dL
1549,2024-12-15 04:21:50,106,mg/dL
1550,2024-12-15 04:16:50,109,mg/dL
1551,2024-12-15 04:11:50,111,mg/dL
1552,2024-12-15 04:06:50,114,mg/dL
1553,2024-12-15 04:01:50,113,mg/dL
1554,2024-12-15 03:56:50,116,mg/dL
1555,2024-12-15 03:51:50,123,mg/dL
1556,2024-12-15 03:46:50,115,mg/dL
1557,2024-12-15 03:41:50,143,mg/dL
1558,2024-12-15 03:36:50,144,mg/dL
1559,2024-12-15 03:31:50,145,mg/dL
1560,2024-12-15 03:26:51,146,mg/dL
1561,2024-12-15 03:21:50,147,mg/dL
1562,2024-12-15 03:16:50,148,mg/dL
1563,2024-12-15 03:11:51,146,mg/dL
1564,2024-12-15 03:06:50,152,mg/dL
1565,2024-12-15 03:01:50,154,mg/dL
1566,2024-12-15 02:56:50,156,mg/dL
1567,2024-12-15 02:51:50,157,mg/dL
1568,2024-12-15 02:46:50,158,mg/dL
1569,2024-12-15 02:41:50,159,mg/dL
1570,2024-12-15 02:36:50,159,mg/dL
1571,2024-12-15 02:31:50,160,mg/dL
1572,2024-12-15 02:26:50,164,mg/dL
1573,2024-12-15 02:21:50,169,mg/dL
1574,2024-12-15 02:16:50,171,mg/dL
1575,2024-12-15 02:11:50,166,mg/dL
1576,2024-12-15 02:06:50,149,mg/dL
1577,2024-12-15 02:01:50,134,mg/dL
1578,2024-12-15 01:56:50,141,mg/dL
1579,2024-12-15 01:51:50,144,mg/dL
1580,2024-12-15 01:46:50,152,mg/dL
1581,2024-12-15 01:41:51,158,mg/dL
1582,2024-12-15 01:36:51,164,mg/dL
1583,2024-12-15 01:31:51,173,mg/dL
1584,2024-12-15 01:26:51,170,mg/dL
1585,2024-12-15 01:21:51,167,mg/dL
1586,2024-12-15 01:16:51,172,mg/dL
1587,2024-12-15 01:11:51,175,mg/dL
1588,2024-12-15 01:06:51,177,mg/dL
1589,2024-12-15 01:01:51,175,mg/dL
1590,2024-12-15 00:56:51,174,mg/dL
1591,2024-12-15 00:51:51,168,mg/dL
1592,2024-12-15 00:46:51,164,mg/dL
1593,2024-12-15 00:41:51,158,mg/dL
1594,2024-12-15 00:36:51,147,mg/dL
1595,2024-12-15 00:31:51,139,mg/dL
1596,2024-12-15 00:26:51,134,mg/dL
1597,2024-12-15 00:21:51,128,mg/dL
1598,2024-12-15 00:16:51,123,mg/dL
1599,2024-12-15 00:11:51,119,mg/dL
1600,2024-12-15 00:06:51,115,mg/dL
1601,2024-12-15 00:01:51,107,mg/dL
1602,2024-12-14 23:56:51,100,mg/dL
1603,2024-12-14 23:51:51,94,mg/dL
1604,2024-12-14 23:46:51,90,mg/dL
1605,2024-12-14 23:41:51,85,mg/dL
1606,2024-12-14 23:36:51,72,mg/dL
1607,2024-12-14 23:31:51,62,mg/dL
1608,2024-12-14 23:26:51,55,mg/dL
1609,2024-12-14 23:21:51,42,mg/dL
1610,2024-12-14 23:16:51,39,mg/dL
1611,2024-12-14 23:11:51,39,mg/dL
1612,2024-12-14 23:06:51,39,mg/dL
1613,2024-12-14 23:01:51,39,mg/dL
1614,2024-12-14 22:56:51,39,mg/dL
1615,2024-12-14 22:51:51,39,mg/dL
1616,2024-12-14 22:46:52,39,mg/dL
1617,2024-12-14 22:41:51,39,mg/dL
1618,2024-12-14 22:36:51,39,mg/dL
1619,2024-12-14 22:31:51,39,mg/dL
1620,2024-12-14 22:26:51,39,mg/dL
1621,2024-12-14 22:21:51,39,mg/dL
1622,2024-12-14 22:16:51,39,mg/dL
1623,2024-12-14 22:11:51,39,mg/dL
1624,2024-12-14 22:06:51,39,mg/dL
1625,2024-12-14 22:01:51,43,mg/dL
1626,2024-12-14 21:56:53,44,mg/dL
1627,2024-12-14 21:51:51,42,mg/dL
1628,2024-12-14 21:46:52,39,mg/dL
1629,2024-12-14 21:41:52,39,mg/dL
1630,2024-12-14 21:36:52,39,mg/dL
1631,2024-12-14 21:31:53,39,mg/dL
1632,2024-12-14 21:26:51,41,mg/dL
1633,2024-12-14 21:21:51,47,mg/dL
1634,2024-12-14 21:16:51,54,mg/dL
1635,2024-12-14 21:11:51,59,mg/dL
1636,2024-12-14 21:06:52,66,mg/dL
1637,2024-12-14 21:01:51,73,mg/dL
1638,2024-12-14 20:56:51,76,mg/dL
1639,2024-12-14 20:51:51,83,mg/dL
1640,2024-12-14 20:46:51,88,mg/dL
1641,2024-12-14 20:41:51,92,mg/dL
1642,2024-12-14 20:36:51,99,mg/dL
1643,2024-12-14 20:31:52,114,mg/dL
1644,2024-12-14 20:26:52,139,mg/dL
1645,2024-12-14 20:21:52,162,mg/dL
1646,2024-12-14 20:16:51,177,mg/dL
1647,2024-12-14 20:11:51,188,mg/dL
1648,2024-12-14 20:06:52,196,mg/dL
1649,2024-12-14 20:01:52,205,mg/dL
1650,2024-12-14 19:56:52,213,mg/dL
1651,2024-12-14 19:51:52,225,mg/dL
1652,2024-12-14 19:46:52,229,mg/dL
1653,2024-12-14 19:41:52,233,mg/dL
1654,2024-12-14 19:36:52,235,mg/dL
1655,2024-12-14 19:31:52,234,mg/dL
1656,2024-12-14 19:26:52,229,mg/dL
1657,2024-12-14 19:21:52,215,mg/dL
1658,2024-12-14 19:16:52,200,mg/dL
1659,2024-12-14 19:11:52,183,mg/dL
1660,2024-12-14 19:06:52,160,mg/dL
1661,2024-12-14 19:01:53,141,mg/dL
1662,2024-12-14 18:56:52,123,mg/dL
1663,2024-12-14 18:51:52,108,mg/dL
1664,2024-12-14 18:46:53,98,mg/dL
1665,2024-12-14 18:41:52,93,mg/dL
1666,2024-12-14 18:36:52,93,mg/dL
1667,2024-12-14 18:31:52,93,mg/dL
1668,2024-12-14 18:26:54,93,mg/dL
1669,2024-12-14 18:21:54,95,mg/dL
1670,2024-12-14 18:16:52,96,mg/dL
1671,2024-12-14 18:11:52,93,mg/dL
1672,2024-12-14 18:06:52,91,mg/dL
1673,2024-12-14 18:01:55,90,mg/dL
1674,2024-12-14 17:56:52,93,mg/dL
1675,2024-12-14 17:51:55,94,mg/dL
1676,2024-12-14 17:46:52,95,mg/dL
1677,2024-12-14 17:41:52,98,mg/dL
1678,2024-12-14 17:36:52,99,mg/dL
1679,2024-12-14 17:31:52,101,mg/dL
1680,2024-12-14 17:26:52,105,mg/dL
1681,2024-12-14 17:21:52,108,mg/dL
1682,2024-12-14 17:16:53,113,mg/dL
1683,2024-12-14 17:11:54,119,mg/dL
1684,2024-12-14 17:06:55,128,mg/dL
1685,2024-12-14 17:01:52,141,mg/dL
1686,2024-12-14 16:56:52,157,mg/dL
1687,2024-12-14 16:51:52,172,mg/dL
1688,2024-12-14 16:46:53,192,mg/dL
1689,2024-12-14 16:41:52,211,mg/dL
1690,2024-12-14 16:36:52,235,mg/dL
1691,2024-12-14 16:31:52,255,mg/dL
1692,2024-12-14 16:26:55,269,mg/dL
1693,2024-12-14 16:21:52,270,mg/dL
1694,2024-12-14 16:16:53,272,mg/dL
1695,2024-12-14 16:11:53,282,mg/dL
1696,2024-12-14 16:06:53,288,mg/dL
1697,2024-12-14 16:01:52,295,mg/dL
1698,2024-12-14 15:56:54,303,mg/dL
1699,2024-12-14 15:51:52,302,mg/dL
1700,2024-12-14 15:46:53,290,mg/dL
1701,2024-12-14 15:41:52,286,mg/dL
1702,2024-12-14 15:36:53,280,mg/dL
1703,2024-12-14 15:31:52,271,mg/dL
1704,2024-12-14 15:26:54,257,mg/dL
1705,2024-12-14 15:21:53,247,mg/dL
1706,2024-12-14 15:16:53,236,mg/dL
1707,2024-12-14 15:11:59,223,mg/dL
1708,2024-12-14 15:06:59,205,mg/dL
1709,2024-12-14 15:01:59,191,mg/dL
1710,2024-12-14 14:56:59,170,mg/dL
1711,2024-12-14 14:51:52,157,mg/dL
1712,2024-12-14 14:46:54,145,mg/dL
1713,2024-12-14 14:41:53,137,mg/dL
1714,2024-12-14 14:36:52,134,mg/dL
1715,2024-12-14 14:31:53,135,mg/dL
1716,2024-12-14 14:26:53,141,mg/dL
1717,2024-12-14 14:21:53,145,mg/dL
1718,2024-12-14 14:16:53,149,mg/dL
1719,2024-12-14 14:11:53,154,mg/dL
1720,2024-12-14 14:06:53,160,mg/dL
1721,2024-12-14 14:01:53,161,mg/dL
1722,2024-12-14 13:56:53,155,mg/dL
1723,2024-12-14 13:51:53,154,mg/dL
1724,2024-12-14 13:46:53,154,mg/dL
1725,2024-12-14 13:41:53,153,mg/dL
1726,2024-12-14 13:36:53,151,mg/dL
1727,2024-12-14 13:31:53,151,mg/dL
1728,2024-12-14 13:26:53,152,mg/dL
1729,2024-12-14 13:21:55,151,mg/dL
1730,2024-12-14 13:16:54,149,mg/dL
1731,2024-12-14 13:11:53,149,mg/dL
1732,2024-12-14 13:06:53,147,mg/dL
1733,2024-12-14 13:01:55,145,mg/dL
1734,2024-12-14 12:56:53,140,mg/dL
1735,2024-12-14 12:51:54,136,mg/dL
1736,2024-12-14 12:46:53,134,mg/dL
1737,2024-12-14 12:41:53,133,mg/dL
1738,2024-12-14 12:36:54,134,mg/dL
1739,2024-12-14 12:31:53,135,mg/dL
1740,2024-12-14 12:26:53,136,mg/dL
1741,2024-12-14 12:21:53,130,mg/dL
1742,2024-12-14 12:16:53,122,mg/dL
1743,2024-12-14 12:11:53,123,mg/dL
1744,2024-12-14 12:06:53,125,mg/dL
1745,2024-12-14 12:01:53,120,mg/dL
1746,2024-12-14 11:56:54,113,mg/dL
1747,2024-12-14 11:51:53,108,mg/dL
1748,2024-12-14 11:46:54,103,mg/dL
1749,2024-12-14 11:41:54,103,mg/dL
1750,2024-12-14 11:36:54,105,mg/dL
1751,2024-12-14 11:31:54,101,mg/dL
1752,2024-12-14 11:26:53,97,mg/dL
1753,2024-12-14 11:21:53,95,mg/dL
1754,2024-12-14 11:16:53,97,mg/dL
1755,2024-12-14 11:11:53,99,mg/dL
1756,2024-12-14 11:06:53,98,mg/dL
1757,2024-12-14 11:01:53,97,mg/dL
1758,2024-12-14 10:56:54,100,mg/dL
1759,2024-12-14 10:51:54,99,mg/dL
1760,2024-12-14 10:46:53,101,mg/dL
1761,2024-12-14 10:41:53,102,mg/dL
1762,2024-12-14 10:36:53,98,mg/dL
1763,2024-12-14 10:31:53,93,mg/dL
1764,2024-12-14 10:26:54,92,mg/dL
1765,2024-12-14 10:21:53,90,mg/dL
1766,2024-12-14 10:16:53,83,mg/dL
1767,2024-12-14 10:11:53,73,mg/dL
1768,2024-12-14 10:07:03,66,mg/dL
1769,2024-12-14 10:01:59,60,mg/dL
1770,2024-12-14 09:57:00,56,mg/dL
1771,2024-12-14 09:52:01,52,mg/dL
1772,2024-12-14 09:46:56,47,mg/dL
1773,2024-12-14 09:41:57,40,mg/dL
1774,2024-12-14 09:36:57,39,mg/dL
1775,2024-12-14 09:31:56,42,mg/dL
1776,2024-12-14 09:26:54,50,mg/dL
1777,2024-12-14 09:21:55,56,mg/dL
1778,2024-12-14 09:16:55,59,mg/dL
1779,2024-12-14 09:11:54,62,mg/dL
1780,2024-12-14 09:06:56,66,mg/dL
1781,2024-12-14 09:01:54,69,mg/dL
1782,2024-12-14 08:56:54,66,mg/dL
1783,2024-12-14 08:51:54,57,mg/dL
1784,2024-12-14 08:46:54,41,mg/dL
1785,2024-12-14 08:41:55,39,mg/dL
1786,2024-12-14 08:36:55,39,mg/dL
1787,2024-12-14 08:31:54,39,mg/dL
